,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
478,499,506,Lethe appalachia,183,NA,NA,196.5,183.5,207,220.4,205.65,224,1.029919564,166,0.754777163,-0.202581067,10,249,23.5,18.35,Lethe appalachia.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,M,D,NA,NA,1990,183,220,12/31/1997,7/2/1998,1998,8/8/1998,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,37,Summer,794.6850507,654.4930499,1449.178101,156.8041249,7822.783828,1120.979055,0.434723649,0,1,0,0,0,1
479,500,507,Lethe appalachia,178.5,175,182,193,182,196,211,197,223,0.90504377,166,0.290182245,-0.085270418,11,7,14,26,Lethe appalachia.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,NA,NA,1990,178,211,12/31/1995,6/26/1996,1996,7/29/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,33,Summer,691.6710245,547.4707787,1239.141803,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
480,501,508,Limenitis archippus,186.4,164,196,219,197,242,259.5,246.8,263,0.90504377,166,0.987074622,0.26666153,15,32,45,16.2,Limenitis archippus.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,NA,NA,1990,186,259,12/31/1995,7/4/1996,1996,9/15/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,73,Summer,757.4680036,1206.762131,1964.230135,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
481,502,509,Limenitis archippus,174.6,165,184.3,210,199.5,219,258.45,239.7,277,0.967481667,166,1.683966998,2.026321271,32,19.3,19.5,37.3,Limenitis archippus.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,NA,NA,1990,174,258,12/31/1996,6/23/1997,1997,9/15/1997,-0.654742524,-0.615307914,0.02640554,0.748498926,-0.46222606,0.047740478,84,Summer,590.7059606,1370.527554,1961.233515,141.3559079,8560.900429,985.9766272,0.397207141,0,0,1,2,1,2
482,503,510,Limenitis archippus,153,NA,NA,231.5,214,237,270,251.75,272,1.029919564,166,0.290182245,1.087836076,30,249,23,20.25,Limenitis archippus.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,M,D,NA,NA,1990,153,270,12/31/1997,6/2/1998,1998,9/27/1998,-0.654742524,-0.615307914,1.239740089,0.053680226,0.363402218,-0.390994519,117,Summer,518.3408793,1863.341537,2381.682416,156.8041249,7822.783828,1120.979055,0.434723649,0,0,3,1,3,1
483,504,511,Limenitis archippus,81.65,81,83.3,117,83,117.5,289.65,171.15,302,0.71773008,60,-0.406710132,0.032040232,14,2.3,34.5,130.85,Limenitis archippus.1993.60,4.48834394,-4.221427429,0.975469969,-0.07912375,L,M,D,NA,NA,1990,81,289,12/31/1992,3/22/1993,1993,10/16/1993,-0.654742524,0.655406632,-0.580261735,4.222592425,-0.875040199,3.11888546,208,Summer,636.7286311,4223.792052,4860.520683,251.8479464,4654.975541,1183.722137,0.456020411,0,2,0,7,0,9
484,505,512,Limenitis archippus,154,150,156.4,195,166,204,256.4,231.6,261,1.092357461,166,1.916264457,1.791699972,33,6.4,38,29.4,Limenitis archippus.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,NA,NA,1990,154,256,12/31/1998,6/3/1999,1999,9/13/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,102,Summer,478.8719914,1781.096601,2259.968592,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
485,506,513,Limenitis archippus,157.8,156,159,198,167,219,260.4,244.8,283,0.842605874,166,1.451669539,1.557078673,29,3,52,38.2,Limenitis archippus.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,NA,NA,1990,157,260,12/31/1994,6/6/1995,1995,9/17/1995,-0.654742524,-0.615307914,1.239740089,-0.641138474,0.363402218,-0.829729516,103,Summer,463.403844,1707.662495,2171.06634,147.5463667,9412.739689,942.2494508,0.492056084,0,0,3,0,3,0
486,507,514,Limenitis archippus,169.4,155,187,208,155,208,261.65,224.2,272,-1.842223695,166,-0.639007591,-0.319891716,10,32,53,47.8,Limenitis archippus.1952.166,0.309419279,-0.438643885,0.81595721,-0.504139599,L,M,D,NA,NA,1950,169,261,12/31/1951,6/17/1952,1952,9/17/1952,-0.091872197,-0.615307914,0.02640554,0.053680226,-0.049411921,-0.390994519,92,Summer,600.8306204,1537.620384,2138.451005,149.1486738,8926.750035,1151.675203,0.416458391,1,0,1,1,2,1
487,508,515,Limenitis arthemis,171.85,171,172,177.5,172,186,215.35,199.55,223,-0.905655241,165,0.057884786,0.38397218,18,1,14,23.45,Limenitis arthemis.1967.165,-0.485319923,0.044780954,0.022857207,-0.498148353,L,M,D,Limenitis arthemis,Basilarchia arthemis,1960,171,215,12/31/1966,6/20/1967,1967,8/3/1967,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,44,Summer,477.9443803,679.9842635,1157.928644,129.6175397,9472.665992,992.3373312,0.417016078,0,1,0,0,0,1
488,509,516,Limenitis arthemis,165.4,161,166.8,174,169,171,228.4,201,230,-0.843217344,165,0.057884786,0.970525427,37,5.8,2,29,Limenitis arthemis.1968.165,-0.309864685,0.837360403,-0.252336671,0.410530551,L,M,D,Limenitis arthemis,Basilarchia arthemis,1960,165,228,12/31/1967,6/13/1968,1968,8/15/1968,-0.091872197,-0.615307914,-0.580261735,0.748498926,-0.46222606,0.047740478,63,Summer,484.3423394,975.0780574,1459.420397,133.9294445,10367.7002,937.049465,0.501599213,1,0,0,2,1,2
489,510,517,Limenitis arthemis,158.3,157,159,166.5,162,170.5,177,169.45,177,-2.029537385,166,-0.639007591,0.032040232,14,2,8.5,7.55,Limenitis arthemis.1949.166,0.671622705,-0.731469456,-0.537034813,-0.236943705,L,M,D,Limenitis arthemis,Basilarchia arthemis,1940,158,177,12/31/1948,6/7/1949,1949,6/26/1949,1.033868457,-0.615307914,0.02640554,-0.641138474,0.776216358,-0.829729516,19,Summer,513.5149647,330.4404577,843.9554225,158.0500136,8596.071636,879.8521432,0.441329956,3,0,1,0,4,0
490,511,518,Limenitis arthemis,154.5,154,159.5,185,155,206,247.5,209.5,249,-1.842223695,166,-0.406710132,-0.085270418,11,5.5,51,39.5,Limenitis arthemis.1952.166,0.309419279,-0.438643885,0.81595721,-0.504139599,L,M,D,Limenitis arthemis,Basilarchia arthemis,1950,154,247,12/31/1951,6/2/1952,1952,9/3/1952,-0.091872197,-0.615307914,0.02640554,0.053680226,-0.049411921,-0.390994519,93,Summer,422.3253823,1565.470815,1987.796197,149.1486738,8926.750035,1151.675203,0.416458391,1,0,1,1,2,1
491,512,519,Limenitis arthemis,164.4,162,170.6,218,207,220,252.2,239,265,0.967481667,166,3.310049211,2.495563868,45,8.6,13,26,Limenitis arthemis.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,Limenitis arthemis,Basilarchia arthemis,1990,164,252,12/31/1996,6/13/1997,1997,9/9/1997,-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,88,Summer,463.296807,1437.455597,1900.752404,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2
492,513,520,Limenitis arthemis,142.8,136,144.5,184,153,217,241.05,218.3,247,1.029919564,166,0.522479704,0.26666153,18,8.5,64,28.7,Limenitis arthemis.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,M,D,Limenitis arthemis,Basilarchia arthemis,1990,142,241,12/31/1997,5/22/1998,1998,8/29/1998,2.722479437,-0.615307914,0.633072815,0.053680226,2.427472915,-0.390994519,99,Summer,445.4701014,1598.956842,2044.426944,156.8041249,7822.783828,1120.979055,0.434723649,6,0,2,1,8,1
493,514,521,Limenitis arthemis,155.7,153,158.7,179,171,184,194,185.6,194,-0.780779447,165,-0.174412673,0.501282829,19,5.7,13,8.4,Limenitis arthemis.1969.165,-0.365762735,0.643048204,-0.288131757,0.878251749,L,M,D,Limenitis arthemis,Basilarchia arthemis,1960,155,194,12/31/1968,6/4/1969,1969,7/13/1969,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,39,Summer,456.7020126,552.4755417,1009.177554,132.5557205,10148.26975,929.858048,0.545136402,0,0,0,0,0,0
494,515,522,Limenitis arthemis,155,NA,NA,176.5,166,196,233.7,208.05,249,0.842605874,166,1.451669539,0.501282829,18,249,30,40.95,Limenitis arthemis.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,Limenitis arthemis,Basilarchia arthemis,1990,155,233,12/31/1994,6/4/1995,1995,8/21/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,78,Summer,436.3383187,1357.717764,1794.056083,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
495,516,523,Limenitis arthemis,176.5,176,181.5,192,177,208,233,212,238,-0.09396258,165,-0.639007591,-0.319891716,11,5.5,31,26,Limenitis arthemis.1980.165,-0.335247446,0.992304082,-0.977002558,0.933442471,L,M,D,Limenitis arthemis,Basilarchia arthemis,1980,176,233,12/31/1979,6/24/1980,1980,8/20/1980,-0.654742524,1.926121178,0.02640554,-0.641138474,-0.46222606,0.925210473,57,Summer,591.5964068,962.5515285,1554.147935,133.3056498,10542.67306,791.4603592,0.550273755,0,4,1,0,1,4
496,517,524,Limenitis arthemis,151.5,148,153,202,157,206,226.2,209,229,1.092357461,166,1.451669539,0.38397218,15,5,49,20,Limenitis arthemis.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,Limenitis arthemis,Basilarchia arthemis,1990,151,226,12/31/1998,5/31/1999,1999,8/14/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,75,Summer,446.5688484,1339.836986,1786.405835,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
497,518,525,Limenitis arthemis,161,NA,NA,207.5,174.5,225,236.95,224.7,243,0.90504377,166,0.522479704,-0.085270418,12,249,50.5,18.3,Limenitis arthemis.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,Limenitis arthemis,Basilarchia arthemis,1990,161,236,12/31/1995,6/9/1996,1996,8/23/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,75,Summer,503.2524546,1233.335991,1736.588446,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
498,519,527,Lon hobomok,154,NA,NA,162,154,161,163,162,163,0.155789007,145,-0.639007591,-0.554513015,28,249,7,1,Poanes hobomok.1984.145,0.514409905,0.193543392,-0.551298554,-1.098736461,L,U,D,Lon hobomok,Poanes hobomok,1980,154,163,12/31/1983,6/2/1984,1984,6/11/1984,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,9,Summer,445.9159505,173.7908435,619.706794,154.1864263,9640.658577,876.9864842,0.361111154,0,1,0,0,0,1
499,520,528,Lon hobomok,144.6,144,146,146,144,144,158.5,146,163,0.280664801,145,-0.406710132,-0.789134314,7,2,0,17,Poanes hobomok.1986.145,0.773694249,0.29069672,-0.263261146,-1.210790025,L,U,D,Lon hobomok,Poanes hobomok,1980,144,158,12/31/1985,5/24/1986,1986,6/7/1986,1.033868457,0.020049359,-0.580261735,-0.641138474,0.363402218,-0.390994519,14,Summer,542.5096038,216.5992113,759.1088151,160.5584755,9750.370673,934.8546818,0.350680801,3,1,0,0,3,1
500,521,529,Lon hobomok,130.4,129,136,157,129,171,171,136,171,0.343102698,145,-0.639007591,-0.789134314,5,7,42,35,Poanes hobomok.1987.145,1.048689699,0.111494928,-1.189230251,0.104237129,L,U,D,Lon hobomok,Poanes hobomok,1980,130,171,12/31/1986,5/10/1987,1987,6/20/1987,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,41,Summer,310.2135188,677.4532711,987.6667899,167.3166334,9548.003914,748.8227236,0.473088308,0,0,0,0,0,0
501,522,530,Lon hobomok,149.4,149,150,151,149,151,160.6,151,165,-1.967099489,162,-0.639007591,-0.671823664,9,1,2,14,Poanes hobomok.1950.162,-0.73314258,0.722346829,-0.308493773,-0.511118893,L,U,D,Lon hobomok,Poanes hobomok,1950,149,160,12/31/1949,5/29/1950,1950,6/9/1950,-0.654742524,1.290763905,-0.580261735,-0.641138474,-0.875040199,0.486475476,11,Summer,305.0390915,157.0792385,462.11833,123.5271675,10237.81911,925.7672142,0.415808733,0,3,0,0,0,3
502,523,531,Lon hobomok,144,NA,NA,149,144,144,172,150,172,-1.904661592,162,-0.639007591,-0.554513015,19,249,0,22,Poanes hobomok.1951.162,-0.679172822,0.584956175,-0.508714909,-2.065988121,L,U,D,Lon hobomok,Poanes hobomok,1950,144,172,12/31/1950,5/24/1951,1951,6/21/1951,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,28,Summer,333.4605792,362.553305,696.0138842,124.8535027,10082.66831,885.5417577,0.271075854,2,0,0,0,2,0
503,524,532,Lon hobomok,150,NA,NA,166,151,167,185,166,185,-1.405158416,162,-0.174412673,-0.554513015,15,249,16,19,Poanes hobomok.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,L,U,D,Lon hobomok,Poanes hobomok,1950,150,185,12/31/1958,5/30/1959,1959,7/4/1959,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,35,Summer,443.3731386,551.2193165,994.5924552,132.4152792,11286.4073,892.747971,0.328883803,0,0,1,0,1,0
504,525,533,Lon hobomok,136.8,136,144,157,146,157,163,157,163,0.405540595,145,-0.406710132,-0.554513015,23,8,11,6,Poanes hobomok.1988.145,0.753108236,0.896587893,-0.965924974,-0.264847976,L,U,D,Lon hobomok,Poanes hobomok,1980,136,163,12/31/1987,5/15/1988,1988,6/11/1988,0.47099813,-0.615307914,-0.580261735,0.053680226,-0.049411921,-0.390994519,27,Summer,348.0885886,369.0938534,717.182442,160.0525634,10434.58388,793.6859029,0.438732525,2,0,0,1,2,1
505,526,534,Lon hobomok,149,NA,NA,157,149,179,179,156.4,179,-0.655903653,162,-0.639007591,-0.789134314,7,249,30,22.6,Poanes hobomok.1971.162,-0.308227772,1.211241668,-1.65599482,0.553192954,L,U,D,Lon hobomok,Poanes hobomok,1970,149,179,12/31/1970,5/29/1971,1971,6/28/1971,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,30,Summer,324.374087,475.3454637,799.7195507,133.9696725,10789.91216,655.0473199,0.514878748,0,0,0,0,0,0
506,527,535,Lon hobomok,145.7,145,147,150,146,150,155.85,150,159,1.029919564,162,-0.639007591,-0.789134314,8,2,4,9,Poanes hobomok.1998.162,0.255604159,-0.2592871,-1.061585476,-0.45383704,L,U,D,Lon hobomok,Poanes hobomok,1990,145,155,12/31/1997,5/25/1998,1998,6/4/1998,2.722479437,-0.615307914,-0.580261735,-0.641138474,1.601844636,-0.829729516,10,Summer,507.5565416,137.2024399,644.7589814,147.8261389,9129.291822,774.4672158,0.421140736,6,0,0,0,6,0
507,528,536,Lon hobomok,138,NA,NA,153,138.5,156,156.9,156,158,0.592854286,163,-0.639007591,-0.554513015,12,249,17.5,2,Poanes hobomok.1991.163,0.058377969,0.559173559,-1.374815547,-1.176187874,L,U,D,Lon hobomok,Poanes hobomok,1990,138,156,12/31/1990,5/18/1991,1991,6/5/1991,4.411090417,-0.615307914,0.633072815,-0.641138474,3.665915333,-0.829729516,18,Summer,408.185273,304.2908923,712.4761653,142.9792015,10053.55284,711.5376826,0.353901695,9,0,2,0,11,0
508,529,537,Lon hobomok,147.6,147,150,151,147,166,174.8,150.8,177,-1.717347901,166,-0.406710132,-0.671823664,5,3,19,26.2,Poanes hobomok.1954.166,0.168234131,-0.919561553,0.799914401,0.50087206,L,U,D,Lon hobomok,Poanes hobomok,1950,147,174,12/31/1953,5/27/1954,1954,6/23/1954,-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,27,Summer,365.4715665,377.2606406,742.7322071,145.6789745,8383.665345,1148.45212,0.510008529,0,2,0,0,0,2
509,530,538,Lon hobomok,132.3,126,147,147,126,126,157.7,148.4,158,-1.53003421,166,-0.406710132,-0.671823664,7,21,0,9.6,Poanes hobomok.1957.166,0.383745154,-0.372294652,-0.484145106,0.71478586,L,U,D,Lon hobomok,Poanes hobomok,1950,132,157,12/31/1956,5/12/1957,1957,6/6/1957,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,25,Summer,273.6095621,271.8167407,545.4263029,150.9752713,9001.676067,890.4779576,0.529920403,2,0,0,0,2,0
510,531,539,Lon hobomok,153.35,153,154,158,154,163.5,223.8,162.3,256,-1.280282622,166,-0.639007591,-0.437202366,8,1,9.5,93.7,Poanes hobomok.1961.166,-0.027394477,0.148153041,0.191986782,-1.747700861,L,U,D,Lon hobomok,Poanes hobomok,1960,153,223,12/31/1960,6/2/1961,1961,8/11/1961,-0.091872197,0.020049359,0.02640554,-0.641138474,-0.049411921,-0.390994519,70,Summer,340.4113367,1123.029591,1463.440927,140.8712985,9589.40073,1026.316333,0.300703189,1,1,1,0,2,1
511,532,540,Lon hobomok,143.55,136,150.4,159.5,157,161,184.15,179,218,0.842605874,166,2.613156834,1.791699972,58,14.4,4,39,Poanes hobomok.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,U,D,Lon hobomok,Poanes hobomok,1990,143,184,12/31/1994,5/23/1995,1995,7/3/1995,-0.654742524,0.020049359,0.02640554,-0.641138474,-0.46222606,-0.390994519,41,Summer,284.69913,603.5309272,888.2300572,147.5463667,9412.739689,942.2494508,0.492056084,0,1,1,0,1,1
512,533,541,Lon hobomok,150.5,149,152,163,156.5,163,186.75,173,227,0.90504377,166,1.451669539,1.087836076,46,3,6.5,54,Poanes hobomok.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,U,D,Lon hobomok,Poanes hobomok,1990,150,186,12/31/1995,5/29/1996,1996,7/4/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,36,Summer,379.0190859,535.0112901,914.030376,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
513,534,542,Lon hobomok,159,156,159,165,161,165,190.1,179.6,203,0.967481667,166,1.916264457,1.087836076,38,3,4,23.4,Poanes hobomok.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,U,D,Lon hobomok,Poanes hobomok,1990,159,190,12/31/1996,6/8/1997,1997,7/9/1997,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,31,Summer,393.509703,510.2014121,903.711115,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,0,0,0
514,535,543,Lon hobomok,142.25,139,147.05,153,147.5,154,167.9,160.75,186,1.029919564,166,-0.639007591,0.26666153,22,8.05,6.5,25.25,Poanes hobomok.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,L,U,D,Lon hobomok,Poanes hobomok,1990,142,167,12/31/1997,5/22/1998,1998,6/16/1998,2.722479437,-0.615307914,-0.580261735,0.053680226,1.601844636,-0.390994519,25,Summer,445.4701014,312.2971454,757.7672469,156.8041249,7822.783828,1120.979055,0.434723649,6,0,0,1,6,1
515,536,544,Lon hobomok,152.3,146,153,157,154,162,176,164,176,1.092357461,166,1.21937208,0.032040232,19,7,8,12,Poanes hobomok.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,U,D,Lon hobomok,Poanes hobomok,1990,152,176,12/31/1998,6/1/1999,1999,6/25/1999,-0.654742524,-0.615307914,1.239740089,-0.641138474,0.363402218,-0.829729516,24,Summer,457.0696018,380.1528696,837.2224714,154.697654,8823.499941,1128.728206,0.576161483,0,0,3,0,3,0
516,537,545,Lon hobomok,161.25,161,162,162,161,162,182,162,183,-1.030531035,185,-0.406710132,-0.789134314,6,1,1,21,Poanes hobomok.1965.185,-1.026494256,0.75376741,-1.258308673,-0.918443018,L,U,D,Lon hobomok,Poanes hobomok,1960,161,182,12/31/1964,6/10/1965,1965,7/1/1965,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,21,Summer,416.8631059,273.6995675,690.5626734,116.3178957,10273.30135,734.9445132,0.377893523,0,0,0,1,0,1
517,538,546,Lon hobomok,154.5,151,158,159,151,159,181,161,184,-0.593465756,185,-0.406710132,-0.554513015,11,7,8,23,Poanes hobomok.1972.185,-1.338273126,0.344140476,1.266881405,-0.358038514,L,U,D,Lon hobomok,Poanes hobomok,1970,154,181,12/31/1971,6/2/1972,1972,6/29/1972,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,27,Summer,293.9357907,326.1119849,620.0477755,108.6557659,9810.722969,1242.268194,0.430058011,0,1,0,1,0,2
518,539,547,Lon hobomok,146,143,158,161,143,161,162.6,158,163,-1.030531035,162,-0.406710132,-0.789134314,5,15,18,5,Poanes hobomok.1965.162,-0.571765091,0.73491263,-0.56540561,-0.146221667,L,U,D,Lon hobomok,Poanes hobomok,1960,146,162,12/31/1964,5/26/1965,1965,6/11/1965,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,16,Summer,392.3931359,207.0092283,599.4023642,127.4931042,10252.00926,874.1523041,0.449774693,0,1,0,0,0,1
519,540,548,Lon zabulon,194,157,194,212,194,212,239.1,232.15,261,0.030913213,145,-0.406710132,0.032040232,30,37,18,28.85,Poanes zabulon.1982.145,0.643898302,0.161179457,-0.266749813,-0.461178954,L,M,D,Lon zabulon,Hesperia zabulon,1980,194,239,12/31/1981,7/13/1982,1982,8/27/1982,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,45,Summer,925.7136005,778.129466,1703.843067,157.3686718,9604.111038,934.1537905,0.420457324,0,1,0,1,0,2
520,541,549,Lon zabulon,140.2,136,143,188,143,188,227,208.0712799,227,0.343102698,145,-0.406710132,-0.319891716,13,7,45,18.92872015,Poanes zabulon.1987.145,1.048689699,0.111494928,-1.189230251,0.104237129,L,M,D,Lon zabulon,Hesperia zabulon,1980,140,227,12/31/1986,5/20/1987,1987,8/15/1987,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,87,Summer,443.9573559,1606.272977,2050.230333,167.3166334,9548.003914,748.8227236,0.473088308,0,0,0,1,0,1
521,542,550,Lon zabulon,153,147,154.5,178,160,220,244.5,230.5,247,0.842605874,166,1.21937208,1.087836076,31,7.5,60,16.5,Poanes zabulon.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,Lon zabulon,Hesperia zabulon,1990,153,244,12/31/1994,6/2/1995,1995,9/1/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,91,Summer,403.8931435,1556.099245,1959.992389,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
522,543,551,Lon zabulon,178.1,149,224.3,233,227,234,255.3,243,268,0.90504377,166,1.21937208,0.853214777,27,75.3,7,25,Poanes zabulon.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,Lon zabulon,Hesperia zabulon,1990,178,255,12/31/1995,6/26/1996,1996,9/11/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,77,Summer,691.6710245,1273.060659,1964.731683,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
523,544,552,Lon zabulon,123,NA,NA,215,123,217,223,218,223,0.218226904,145,-0.639007591,-0.319891716,17,249,94,5,Poanes zabulon.1985.145,0.573704293,0.963679588,-0.17962905,1.971125641,L,M,D,Lon zabulon,Hesperia zabulon,1980,123,223,12/31/1984,5/3/1985,1985,8/11/1985,0.47099813,-0.615307914,-0.580261735,0.748498926,-0.049411921,0.047740478,100,Summer,348.0532045,1494.603836,1842.65704,155.6436171,10510.34835,951.6568002,0.646865076,2,0,0,2,2,2
524,545,553,Lon zabulon,141.55,133,152.45,219,160,227.5,243.65,241,256,1.092357461,166,1.451669539,0.735904128,20,19.45,67.5,15,Poanes zabulon.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,Lon zabulon,Hesperia zabulon,1990,141,243,12/31/1998,5/21/1999,1999,8/31/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,102,Summer,341.699233,1729.349368,2071.048601,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
525,546,554,Lon zabulon,156,155,156,228,166,234,251,243,259,0.967481667,166,0.987074622,0.735904128,21,1,68,16,Poanes zabulon.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,Lon zabulon,Hesperia zabulon,1990,156,251,12/31/1996,6/5/1997,1997,9/8/1997,-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,95,Summer,385.2531564,1516.952002,1902.205159,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2
526,547,555,Lophocampa caryae,153,NA,NA,153,NA,NA,163.6,157.2,175,0.343102698,163,-0.174412673,-0.671823664,20,249,336,17.8,Lophocampa caryae.1987.163,-0.089433055,0.171930403,-0.771703652,0.047926747,P,U,N,Lophocampa caryae,Halysidota caryae,1980,153,163,12/31/1986,6/2/1987,1987,6/12/1987,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,10,Summer,543.9530588,158.9326624,702.8857212,139.3466678,9616.251731,832.705966,0.467846733,1,0,0,0,1,0
527,548,556,Lophocampa caryae,138.4,124,148,155,124,155,159.8,158,161,-0.71834155,162,-0.639007591,-0.202581067,13,24,31,3,Lophocampa caryae.1970.162,-0.58565211,1.256123338,-0.778592497,0.453510856,P,U,N,Lophocampa caryae,Halysidota caryae,1970,138,159,12/31/1969,5/18/1970,1970,6/8/1970,1.033868457,0.020049359,-0.580261735,-0.641138474,0.363402218,-0.390994519,21,Summer,286.1762847,278.7157011,564.8919858,127.1518234,10840.59557,831.3219614,0.505599976,3,1,0,0,3,1
528,549,558,Lycaena phlaeas,142,136,146.5,210,194,231,249,241.1859916,249,0.90504377,166,3.077751752,3.316738413,71,10.5,37,7.814008448,Lycaena phlaeas.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,M,M,D,NA,NA,1990,142,249,12/31/1995,5/21/1996,1996,9/5/1996,-0.091872197,0.655406632,0.633072815,-0.641138474,0.363402218,0.047740478,107,Summer,292.4076229,1673.341729,1965.749352,140.0470982,8775.215848,1455.075974,0.385282011,1,2,2,0,3,2
